timeoftweet,Negative,Neutral,Positive,NetPositive,TotalTweets
2017-12-18 00:00:00+00:00,6.66666666667,73.3333333333,20.0,13.3333333333,15.0
2017-12-19 00:00:00+00:00,2.16718266254,21.9814241486,75.8513931889,73.6842105263,323.0
2017-12-22 00:00:00+00:00,0.0,56.0,44.0,44.0,25.0
2017-12-30 00:00:00+00:00,6.60377358491,34.9056603774,58.4905660377,51.8867924528,106.0
2018-01-04 00:00:00+00:00,2.85714285714,38.5714285714,58.5714285714,55.7142857143,70.0
2018-01-09 00:00:00+00:00,0.0,100.0,0.0,0.0,1001.0
